bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	city	lc0	lc1	lc2	aLanguage	authorBirth_year
963854	1344116			0	lesastrines00arna	0	fr	1918	Montpellier	Coulet	Ast©♭rin©♭es	1882	NULL	Gabriel Arnaud	82491	NULL	NULL	36	NULL	NULL	NULL	NULL	fre	1882
186196	780018			0	philosophywealt04clargoog	161574574		1887		Ginn & Company	The Philosophy of Wealth: Economic Principles Newly Formulated	NULL	1886	John Bates Clark	67039	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
43476	1004381	eng		0	goethemendelssoh00mendrich	0	enk	1874	London	Macmillan and co.	Goethe and Mendelssohn.	1838	NULL	Karl Mendelssohn-Bartholdy	52635	UK	NULL	36	NULL	NULL	NULL	NULL	eng	1838
543540	974438	eng	NA7552 .G7 1920	21001027	cu31924015199288	25393166	enk	1920	London	H. M. Stationery Off. [printed by Eyre and Spottiswoode, Ltd.]	Type plans and elevations of houses designed by the Ministry of Health in connection with state-aided housing schemes	NULL	NULL	Great Britain. Ministry of Health.	2014	UK	NULL	NULL	NULL	N	NA	7552	Unknown	NULL
456378	86815	spa		0	descripcontopog00lealgoog	11582149		1840		Impr. de la viuda 	Descripc	NULL	NULL	NULL	44239	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
701067	925372	eng	LD4622 1878	21017260	proprietyofackno01mcco	0	nyu	1878	New York	R. Carter and brothers	The propriety of acknowledging the Lord in all our ways	1811	NULL	McCosh, James	6607	USA	NY	67	NULL	L	LD	4622	eng	1811
446085	1147528	fre		0	thoriedelquilib00bastgoog	0		1858		Vve Jules Renouard, Lib.	Th	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
390662	98418	spa		0	recreosmoralesd00hkgoog	67894050		1803		Mateo Repull	Recreos Morales del Ciudadano H	NULL	NULL	NULL	25909	NULL	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
576997	1184298	dan		0	christenberg00henr	0	dk	1911	K	G.E.C. Gad	Christen Berg	NULL	NULL	Erik Henrichsen	22605	Denmark	NULL	NULL	NULL	NULL	NULL	NULL	nor	NULL
482247	1154319	eng		0	cihm_12897	0	onc	1868	[Dundas, Ont.?	s.n.	Upper Canada College question	1839	NULL	J. Howard Hunter	13142	NULL	NULL	29	NULL	NULL	NULL	NULL	eng	1839
725312	731873	fre	PQ2452.T2 P7 1863	34023236	lepresbytre00tpgoog	9662106	fr	1863	Paris	L. Hachette et cie	presbytère	1799	1846	Rodolphe Töpffer	206200	France	NULL	64	NULL	P	PQ	2452	fre	1799
545500	653733	eng		0	cu31924022222479	12431287	nyu	1898	New York	The Critic Co.	Walt Whitman at home	1858	NULL	J. B. Gilder	3321	USA	NY	40	NULL	NULL	NULL	NULL	eng	1858
966155	302033		PR442 .H5	12027592	eighteenthcentur00hitcrich	0	enk	1881	London	S. Low, Marston, Searle & Rivington	Eighteenth century studies	1839	NULL	Hitchman, Francis	109008	UK	NULL	42	NULL	P	PR	442	eng	1839
335519	268445	eng	TG270 .M25	9028770	atextbookongrap00malcgoog	4019045	nyu	1909	New York	M. C. Clark Pub. Co.	text book on graphic statics	NULL	1909	Charles Wesley Malcolm	87994	USA	NY	NULL	NULL	T	TG	270	eng	NULL
817484	301632	eng	DK27 .G35	6013081	littlejourneyst00kochgoog	5044104	ilu	1906	Chicago	A. Flanagan Co.	Little journeys to Russia and Austria-Hungary.	1865	NULL	George, Marian M.	51366	USA	IL	41	NULL	D	DK	27	eng	1865
373770	447372	ger		0	geschichtederfr00boosgoog	10667563		1906		Sauerlander & Co.	Geschichte der Freimaurerei: Ein Beitrag zur Kultur- und Literatur-geschichte des 18 Jahrhunderts...	1851	NULL	Heinrich Boos	90062	NULL	NULL	55	NULL	NULL	NULL	NULL	ger	1851
488148	684579	eng	D570.15 .A455	25014975	americaninconsis00albe	0	mau	1917	[Malden, Mass	Printed by the Dunbar Kerr company	American inconsistencies in international affairs and the objects to be attained by this war.	1863	NULL	Homer Albers	5329	USA	MA	54	NULL	D	D	570	eng	1863
910676	1324043			0	notguiltydefence00blatuoft	0	nyu	1918	New York	Boni and Liveright	Not guilty	1851	NULL	Robert Blatchford	69572	USA	NY	67	NULL	NULL	NULL	NULL		1851
454971	428333	ger		0	dieneuordnungde00boigoog	14972222		1879		Tr	Die Neuordnung der Papstwahl durch Nikolaus II.	NULL	NULL	NULL	34687	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
738485	235557	eng	PL2155 .D4	12009083	firstlessonsint00deangoog	12931529	th	1841	Bankok, Siam		First lessons in the Tie-chiw dialect ...	NULL	NULL	William Dean	11239	NULL	NULL	NULL	NULL	P	PL	2155	Unknown	NULL
167477	524040			0	publiclawsandre01philgoog	9484436		1900		published by authority of the United States Philippine Commission	Public Laws and Resolutions Passed by the United States Philippine Commission, During the Quarter	NULL	1900	Philippines	75505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
97769	760173	fre	HG'6015'M3'1857	0	manuelduspculat00prougoog	0	fr	1857	Paris	Garnier	Manuel du sp	1809	NULL	P.-J. Proudhon	156000	France	NULL	48	NULL	NULL	NULL	NULL	fre	1809
676621	486952	swe	PT9875M3 N56	0	ninasbrllopsre00mall	78082240	sw	1908	Stockholm	A. Bonnier	Ninas br	1864	NULL	Mathilda Kruse Malling	NULL	Sweden	NULL	44	NULL	P	PT	9875	swe	1864
1019913	263461		B818 .C7	21005544	directionofhuman00conk	2152735	xx	1921	New York	C. Scribner's sons	direction of human evolution	1863	1921	Edwin Grant Conklin	49898	USA	NY	58	NULL	B	B	818	eng	1863
212886	1070771			0	dantealighieric00riccgoog	0		1865		A spese dell'editore	Dante Alighieri: cattolico apostolico romano	NULL	1865	Mauro Ricci	59871	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ita	NULL
487286	199649	eng	TX738 .H6 1907	7026988	sundaynightsuppe00herr	0	mau	1907	Boston	D. Estes & company	Sunday night suppers	1859	NULL	Christine Terhune Herrick	16090	USA	MA	48	NULL	T	TX	738	eng	1859
578972	1185363	fre		0	unepoulemouill00baya	0	fr	1852	[Paris	Beck	Une poule mouill	1796	NULL	Bayard M.	13242	France	NULL	56	NULL	NULL	NULL	NULL	fre	1796
173595	1056569			0	atextbookpathol04stengoog	0		1901		W.B. Saunders & Company	A Text-book of Pathology: By Alfred Stengel	NULL	1901	Alfred Stengel	337674	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
895493	1318293			0	lightscienceforl00procrich	0	nyu	1871	N.Y	Appleton	Light science for leisure hours.	1837	1871	Richard A. Proctor	87644	USA	NY	34	NULL	NULL	NULL	NULL	eng	1837
833422	620249	eng	CS71.G655  1883	9010509	goodrichfamilyme00hubb	5145682	ilu	1883	[Chicago		Goodrich family memorial.	1811	NULL	Edwin Hubbard	21570	USA	IL	72	NULL	C	CS	71	eng	1811
322568	323045	spa	HD773 S3	0	historiadelosvin00sempuoft	0		1805	Madrid	Imprenta de Sancha	Historia de los vinculos y mayorazgos.	1754	NULL	Juan Sempere y Guarinos	56815	Spain	NULL	51	NULL	H	HD	773	spa	1754
18135	11827		HQ1692 F7	0	lamujerylapoliti00franuoft	0	sp	1920	Madrid	Librer	La mujer y la politica espa	1862	NULL	Jos©Øe Franco Rodr©Øiguez	62009	Spain	NULL	58	NULL	H	HQ	1692	spa	1862
116176	1035745			0	metaphysik00wiesgoog	0		1885		L. K	Metaphysik	NULL	NULL	Friedrich Harms 	59976	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
682958	766265	lat		0	vitaesanctorumi01cont	7546007	it	1904	Romae	Excudebat K. de Luigi	... Vitae sanctorum indigenarum	1872	NULL	Carlo Conti Rossini	NULL	Italy	NULL	32	NULL	NULL	NULL	NULL	lat	1872
669118	482941	eng	PS3539.U13 C7 1913	34001346	cranberrycorners00tubb	0	mau	1913	Boston	W. H. Baker & co.	Cranberry Corners	1867	NULL	Arthur Lewis Tubbs	19880	USA	MA	46	NULL	P	PS	3539	eng	1867
998705	1357419			0	presidentvindica00carprich	0	cau	1872	[San Francisco	Francis & Valentine, Steam Printing House	president vindicated	1824	NULL	Matthew H. Carpenter	8096	USA	CA	48	NULL	NULL	NULL	NULL	eng	1824
1021064	217202			0	solutionofequati00merrrich	0	nyu	1906	New York	J. Wiley & sons; [etc., etc.]	solution of equations	1848	1906	Mansfield Merriman	25777	USA	NY	58	NULL	NULL	NULL	NULL		1848
577541	1184621	ger		0	ueberdasalexandr00klip	0	gw	1838	G	Vandenhoeck	Ueber das Alexandrinische Museum	NULL	NULL	Georg Heinrich Klippel	139716	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
16416	996130			0	historyofreforma00anjo	0	nyu	1859	New-York	Sheldon & Co.	history of the Reformation in Sweden.	1803	NULL	Anjou, Lars Anton bp. of Whisky	226500	USA	NY	56	NULL	NULL	NULL	NULL	eng	1803
20251	880530		E163 .S37	6003121	americansof177600scho	0	nyu	1906	New York	Dodd, Mead	Americans of 1776	1839	1906	Schouler, James	84667	USA	NY	67	NULL	E	E	163		1839
191904	1063147			0	pistolandrevolv00himmgoog	0		1915		The Macmillan Co.	Pistol and Revolver Shooting	NULL	1915	Abraham Lincoln Artman Himmelwright	50144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
35932	566411	eng	F548.1 .C4	5033824	chicagohistorica01chic	4709566	xx	1882	Chicago		Chicago historical society's collection.	NULL	NULL	Chicago Historical Society.	105797	USA	IL	NULL	NULL	F	F	548	eng	NULL
902040	166743		HD7293.A3 V5	10009420	modeltenementhou00veilrich	2354615	nyu	1910	New York	Charities Publication Committee	model tenement house law	1872	1910	Lawrence Veiller	24443	USA	NY	38	NULL	H	HD	7293	eng	1872
112916	1034512			0	photographingin00adamgoog	0		1910		The Baker & Taylorcompany	Photographing in Old England: With Some Snap Shots in Scotland and Wales	1865	1910	Washington Irving Lincoln Adams	14740	NULL	NULL	45	NULL	NULL	NULL	NULL	eng	1865
196183	8434			0	heinrichheinesm00heingoog	34085830		1910		John Lane company	Heinrich Heine's Memoirs: From His Works, Letters, and Conversations	1797	1910	Heinrich Heine	71643	NULL	NULL	113	NULL	NULL	NULL	NULL	eng	1797
1013995	732854		HG1552R8 B3 1913	13007352	romanceofrothsch00balluoft	0	enk	1913	London	E. Nash	romance of the Rothschilds	1883	NULL	Ignatius Balla	48167	UK	NULL	30	NULL	H	HG	1552	eng	1883
760379	344530	eng	TK5261 .T8 1853	17010919	electromagnetic02turngoog	4542305	pau	1853	Philadelphia	A. Hart	electro magnetic telegraph	1821	1853	Laurence Turnbull	114439	USA	PA	32	NULL	T	TK	5261	eng	1821
354275	428044	eng	E263.N5 R11	5034084	twocolonelsjohnt00race	0	nju	1892	Flemington, N.J	H. E. Deats	two Colonels John Taylor.	1814	1892	Henry Race	1568	USA	NJ	78	NULL	E	E	263	eng	1814
632659	1215955	eng		0	cihm_42397	0	enk	1846	London	T. Richardson	Wandering thoughts, or, Solitary hours	1814	NULL	Philip Tocque	96468	UK	NULL	32	NULL	NULL	NULL	NULL	eng	1814
661066	1231501	eng		0	cihm_49539	0	enk	1838	London	Ackermann	A narrative of the rebellion in the Canadas	NULL	NULL	Resident Canadian	22769	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
911225	1324258			0	noontideleisureo02drakuoft	0	enk	1824	London	Cadell	Noontide leisure, or sketches in summer	1766	NULL	Nathan Drake	62076	UK	NULL	58	NULL	NULL	NULL	NULL	eng	1766
775168	495388	pol	PS3535.O1797 E4 1921	21007208	echoes00robe	12890393	ilu	1921	[Chicago		Echoes	NULL	NULL	Robertson, Donald.	NULL	USA	IL	NULL	NULL	P	PS	3535	pol	NULL
558086	715543	fre	PQ2509 N3 1884	0	nasmicoulinnan00zola	0		1884	Paris	G. Charpentier	Na	1840	NULL	Émile Zola	59330	France	NULL	44	NULL	P	PQ	2509	fre	1840
269216	477754	eng		12009501	colonialplaysfor00wags	332939		1912		Educational publishing company	Colonial plays for the school-room.	1888	NULL	Blanche Shoemaker Wagstaff	6832	NULL	NULL	24	NULL	NULL	NULL	NULL	eng	1888
704525	1249677	pol		0	dzieapoetyckie04polw	70443868	au	1903	Stanisławów	Druk. i Nakl. E. Weidenfelda	Dzieła poetyckie	1807	NULL	Wincenty Pol	NULL	Austria	NULL	96	NULL	NULL	NULL	NULL	pol	1807
848987	1300590			0	fromboyhoodtoman00thay	0	nyu	1889	New York	Hurst	From boyhood to manhood, life of Benjamin Franklin	1820	1889	William Makepeace Thayer	133560	USA	NY	69	NULL	NULL	NULL	NULL	eng	1820
988266	845500			0	poeticalworksofs00rogeiala	9835456	pau	1854	Philadelphia	E.H. Butler	The Poetical works of Samuel Rogers.	1763	NULL	Samuel Rogers	99823	USA	PA	91	NULL	NULL	NULL	NULL	eng	1763
401077	98469	ger		0	frankreichalsmi00neugoog	38655340		1825			Frankreich als Militaerstaat unter Ludwig XVIII[i.e. Dem achtzehnten]	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
685419	1238114	eng		0	worksofbenjaminf1840fran	0	mau	1839	Boston	Hilliard, Gray, & Co.	The works of Benjamin Franklin	1706	NULL	Benjamin Franklin	183742	USA	MA	133	NULL	NULL	NULL	NULL	eng	1706
766661	426089	eng	PR4861 .A1 1860	18022073	essaysofelia07lamb	13366071	mau	1860	Boston	Crosby, Nichols, Lee and Company	Essays of Elia.	1775	NULL	Charles Lamb	123242	USA	MA	85	NULL	P	PR	4861	eng	1775
123738	481155			0	lawpressadigest00stragoog	123205441		1891		William Clowes and Sons	The Law of the Press: A Digest of the Law Specially Affecting Newspapers : with a Chapter on ...	NULL	NULL	Joseph Robert Fisher 	98079	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
12735	93381		E448 .L74	0	africancolonizat00lind	0	tnu	1873	[Nashville	Tenn	African colonization and Christian missions.	1822	1873	Lindsley, John Berrien	9590	USA	TN	51	NULL	E	E	448	eng	1822
900263	794499		F1215 B7 1919	0	mexicanjourney00blicuoft	0	|||	1919	Chautauqua, N.Y	Chautauqua Press	Mexican journey.	1874	1912	Emil Harry Blichfeldt	49331	NULL	NULL	45	NULL	F	F	1215	eng	1874
417869	699587	ger		0	grundrissdermed01rodagoog	14784781		1906		Bergmann	Grundriss der medikament	NULL	NULL	NULL	55034	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
749158	952628	eng	F39 .B432	14014072	memoirofcharlesh00slaf	12225243	mau	1895	Boston	Priv. Print.	Memoir of Charles Henry Bell, LL.D.	1816	NULL	Edmund F. Slafter	6905	USA	MA	79	NULL	F	F	39	eng	1816
42505	144106	eng	PR6003 I75 F6 1919	0	fouryearswarpoem00binyuoft	0	enk	1919	London	E. Mathews	four years, war poems collected and newly augmented.	1869	NULL	Laurence Binyon	15536	UK	NULL	50	NULL	P	PR	6003	eng	1869
624893	181045	swe	PT9875O8 F58	0	flygskeppetpf00ossi	19468459	sw	1910	Stockholm	Bonnier	Flygskeppet, p	1875	NULL	K. G. Ossiannilsson	NULL	Sweden	NULL	35	NULL	P	PT	9875	swe	1875
25303	306428	ita	PN 813 C25 1898	0	gliismicontempor00capuuoft	0	it	1898	Catania	N. Giannotta	"ismi" contemporanei	1839	1898	Luigi Capuana	57975	Italy	NULL	59	NULL	P	PN	813	ita	1839
485831	276733	eng		0	terracottainarc00geergoog	28983751	nyu	1891	New York		Terra-cotta in architecture.	1857	NULL	Walter Geer	10416	USA	NY	34	NULL	NULL	NULL	NULL	eng	1857
797378	914457	fre	HJ1077.C6 G7	3004056	recherchesetcon00guirgoog	23431279	fr	1900	Paris	A. Picard et fils	Recherches et conclusions nouvelles sur le prétendu rôle de Jacques Cœur	1860	NULL	Louise Guiraud	NULL	France	NULL	40	NULL	H	HJ	1077	fre	1860
720891	956260	eng	F1776.3.U6 A5	68039793	statementofsecre00unit	0	dcu	1900	Washington	Govt. Print. Off.	Statement of the Secretary of the Navy of expenditures under the Navy Department in the island of Cuba from January 1, 1899, to April 30, 1900.	NULL	1900	United States. Navy Dept.	1737	USA	DC	NULL	NULL	F	F	1776	eng	NULL
893427	550177		QK97 P46	0	daspflanzenreich39engluoft	0	|||	1900	Leipzig	W. Engelmann	Pflanzenreich.	NULL	NULL	NULL	49706	Germany	NULL	NULL	NULL	Q	QK	97	Unknown	NULL
959431	85144		LB2529 .N73 1911	0	1910educationlaw00newyrich	0	nyu	1911	[Albany]	State of New York Education Dept.	Education law 1910 as amended to July 15, 1911	NULL	NULL	New York (State).	136438	USA	NY	NULL	NULL	L	LB	2529	eng	NULL
745954	139107	syr	BS2550 .A2 1894	13020454	fourgospelsinsyr00bens	2433500	enk	1894	Cambridge [Eng.]	The University Press	The four Gospels in Syriac	NULL	NULL	NULL	79630	UK	NULL	NULL	NULL	B	BS	2550	Unknown	NULL
824356	739844	eng	BL781 .H3	7019769	religionancient00harrgoog	2061974	enk	1905	London	A. Constable, 1905.	The religion of ancient Greece	1850	1905	Jane Ellen Harrison	11815	UK	NULL	55	NULL	B	BL	781	eng	1850
203265	594205			0	americanandengl09courgoog	21366772		1911		Edward Thompson Co.	The American and English Railroad Cases: A Collection of All Cases Affecting ...	NULL	NULL	Frank Cyrus Smith 	374493	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
534984	184558	eng		0	cu31924001800931	3900641	enk	1896	Eastbourne, [Eng.]	V. T. Sumfield	The student's handbook of British mosses	1861	NULL	H. N. Dixon	205026	UK	NULL	35	NULL	NULL	NULL	NULL	eng	1861
426593	874103	ger		0	dieniederethier00medigoog	6922429		1882		F. Thiel	Die niedere Thierwelt im Dichter- und Volksmunde	NULL	NULL	NULL	17991	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
346362	780495	eng	PZ3.W8614 Wh	21005271	whatdaviddidlov00livegoog	0	nyu	1921	New York	Boni and Liveright	What David did	1888	NULL	Woodruff, Helen S.	16868	USA	NY	33	NULL	P	PZ	3	eng	1888
216553	1072149			0	vitruviidearchi01strgoog	0		1867		in aedibus B. G . Teubneri	Vitruvii de architectura libri decem: ad antiquissimos codices nunc primum ediderunt	NULL	NULL	Vitruvius Pollio 	137146	NULL	NULL	NULL	NULL	NULL	NULL	NULL	lat	NULL
334152	55485	eng	D20 .U59	3010313	anuniversalhist00conggoog	4362997	enk	1747	London	Printed for T. Osborne [etc.]	Universal history, from the earliest account of time.	NULL	NULL	NULL	249467	UK	NULL	NULL	NULL	D	D	20	eng	NULL
478164	839476	eng		0	dictionaryengli00roemgoog	19524272		1853		F.J. Huntington : Mason Bros	Dictionary of English and French Idioms: Illustrating, by Phrases and Examples, the ...	1815	NULL	Jean Roemer	335364	NULL	NULL	38	NULL	NULL	NULL	NULL	Unknown	1815
835467	453222	eng	HS525 .B87	9026905	narrativeofantim00brow	3990762	nyu	1829	Batavia, N.Y	Printed by Adams & M'Cleary	narrative of the anti-masonick excitement, in the western part of the state of New York, during the years 1826, '7, '8, and a part of 1829	1789	1829	Brown, Henry	70141	USA	NY	40	NULL	H	HS	525	eng	1789
46609	752175	eng		0	inaugurationofwi03prin	33013077	nyu	1893	New York	Anson D. F. Randolph & company, (incorporated)	Inauguration of William Brenton Greene, Jr., D.D.	NULL	NULL	Princeton Theological Seminary.	17336	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
459102	854842	ger		0	ueberdiewuppert00leitgoog	21224256		1896		P. Hanstein	Ueber die Wupperthaler Mundart: Vortrag gehalten im Bergischen ...	NULL	NULL	NULL	5333	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
337825	912467	eng	F912.B7 M65	3003154	canadianviewala00millgoog	0	onc	1899	Ottawa	Government printing bureau	Canadian view of the Alaskan boundary dispute	1831	1899	David Mills	5730	Canada	NULL	68	NULL	F	F	912	eng	1831
509105	323699	eng	SB273 .M9	0	tobaccogrowersgu00moss	13542390	ohu	1863	Columbus	Printed at the Columbus Gazette Office	tobacco grower's guide.	NULL	1863	Mossman, James.	5220	USA	OH	NULL	NULL	S	SB	273	eng	NULL
436837	947168	eng		11019392	billbarlowsbook00barrgoog	29096434		1911		Wy., Mrs. Minnie F . Barrow	"Bill Barlow's" Book: The World of Just You and I; Being a Selection of the Best of "the ...	NULL	NULL	NULL	38338	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
543678	684748	eng	HB75 .C82	41000422	cu31924018907471	28907862	enk	1893	London and New York	Macmillan and co.	An introduction to the study of political economy	1831	NULL	Luigi Cossa	161325	UK	NULL	62	NULL	H	HB	75	eng	1831
13919	128508			48044530	treatiseondynami00taitrich	0	enk	1878	London	Macmillan	treatise on dynamics of a particle	1831	1878	Tait, Peter Guthrie	105278	UK	NULL	47	NULL	NULL	NULL	NULL	eng	1831
501808	478538	eng		0	encyclopdiaof00loud	2831051	enk	1836	London	Longman, Rees, Orme, Brown, Green, & Longmans, and sold by John Weale, at the Architectural Library, High Holborn	An encyclop	1783	1835	John Claudius Loudon	587044	UK	NULL	53	NULL	NULL	NULL	NULL	eng	1783
314041	1120271	eng		0	cihm_07155	0	quc	1874	[Montreal	Lovell Print. & Pub. Co.	Bible read by the light of ideal science	NULL	1874	Harris, John	6573	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
428281	268766	fre		2007205208	bulletindelasoc08limogoog	3018650		1895		A.Bontemps	Bulletin de la Soci	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
392723	854613	eng		42036260	sermonsonliving00bushgoog	3266518		1872		Scribner, Armstrong & co.	Sermons on Living Subjects	1802	1872	Horace Bushnell	116378	NULL	NULL	70	NULL	NULL	NULL	NULL	eng	1802
641832	1220448	eng		0	confederateveterconf	0	aru	1910	Little Rock, Ark	Democrat Co.	Confederate Veterans Reunion, May 16-17-18, 1911 Little Rock, Ark	NULL	NULL	Confederate Veterans Reunion (1911 Little Rock, Ark.)	806	USA	AR	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
469217	525062	eng		0	monthlyconsular43manugoog	13504256		1901			Monthly Consular and Trade Reports	NULL	1881	United States Bureau of Manufactures	243981	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
444788	854801	eng	BS2341 .S37	38024301	apopularcomment01schagoog	0	nyu	1879	New York	C. Scribner's sons	popular commentary on the New Testament.	1819	1879	Philip Sclaff	562219	USA	NY	60	NULL	B	BS	2341	eng	1819
502601	606827	eng	BX955 .P35	0	historyofpopesfr0299past	0	enk	1899	London	Kegan Paul	history of the popes	1854	NULL	Pastor, Ludwig Freiherr von	171720	UK	NULL	45	NULL	B	BX	955	eng	1854
1016114	376659		HN389 .W52	4011508	mankindinmaking00wellrich	0	nyu	1904	New York	C. Scribner	Mankind in the making	1866	NULL	H. G. Wells	104470	USA	NY	38	NULL	H	HN	389	eng	1866
193834	129096			0	bugvsbugnatures00hortgoog	8063241		1906		W.W. Shannon, Supt. State Printing	Bug Vs. Bug: Nature's Method of Controlling Injurious Species	NULL	NULL	John Isaac 	8331	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
635147	708088	ota	PL261 A1 N34 1887	0	mterce00ncmu	28542419		1887	Ḳosṭanṭīnīye	Kitābci Ārakel	M	NULL	NULL	Mu'allim Nācī	16772	NULL	NULL	NULL	NULL	P	PL	261	Unknown	NULL
1025860	213378		TH9445.H7 E4	16016547	manualoffireprev00eichrich	0	nyu	1916	New York	John Wiley & Sons, Inc.; [etc., etc.]	manual of fire prevention and fire protection for hospitals	1883	1916	Otto Robert Eichel	7035	USA	NY	33	NULL	T	TH	9445	eng	1883
404041	203181	eng		5014343	londonsocietyan00xgoog	1715029		1866			London Society.An Illustrated Magazine of Light and Amusing Literature for the hours of ...	NULL	NULL	NULL	426288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
